Admin Officer
APC Helpar
APC labor
Ass.Sec.Offi.
Asst . Fitter Mech.
Asst Engineer
Asst Ledle Meson
Asst Mngr QA
Asst Tech Forma
Asst. Engr. Elect
Asst. Fitter
Asst. Manager (Acc.)
Asst. Manager  (Maintanance)
Asst. Manager  (operation)
Asst. Mech Fitter RM
Asst. Pump Opt.
Asst. Scale man
Asst. Slide Gate Opt.
Asst. Tech. Fitter
Asst. Tundish Meson
Asst. Vat Off.
Asst. Welder
Asst.A/c Officer
Asst.Chemist
Asst.Eng Elect
Asst.Engr Aoutomo
Asst.Officer (Warehouse)
Asst.Store Officer
Bari man
Bariman
Bending Opt
Billet Crane Opt
Billet Cutter
Billet Cutter Hlpr
Billet Cutterman
Billet Lifter
Billet Supervisor
Blacksmith opt
Box Fitter
Bus Driver
Car Driver
Caretaker
Chain Tranfer Hlper
Chain Tranfer Opt
Charging Crane Opt.
Chef
Chef Helper
Chef Helper (Ind)
Chief Engineer
Civil Supervisor
Cleaner
CNC Hlper
CNC opt.
Cold Share opt.
Colling Bed Helper
Colling Shear Opt
Controll Desk Opt
Cooling Bed Helper
Cooling Bed Hlpr
Cooling Bed Inch.
Crane Driver
Cutter Man CCM
Cutterman
Daily Labor
Delivery Incharge
Delivery Supervisor
Desk Opertor
DGM
Doctor
Dpt. Manager(Elect)
Ejector Opt
Ejector Opt.
Elect. Helper
Elect. technician
Electric Eng.(Section Mill)
Electric Helpar
Electrician
Eng. ( Elec. )
Envt. Engnr.
Fast Hand
Fire man
Fire Safety officer
Fire Supervisor
Fireman Helper
Fitter
Fitter (CCM)
Fitter (Mech)
Fitter Mecha.
Floor Cleaner
Foreman (Elect)
Foreman (Fur.Lin)
Foreman(Transport)
Forma Fitter
Forma Welder
Forma Wldr. Hlpr
Forman
Furnace Fitter
Furnace Lining
Furnance Hlpr Sladge
Gas Cuttr/ Welder
Gas Line opt
GMP
Gnr/Pusher cold Opt.
Guard
Guard(Oxygen Chottor)
Head Cleaner
Hiace Driver
Housing Less 
Roll Assembles
Jomadar
Jr. Electrician
Jr. Store Officer
Junior Elect.
Khatib
L. Mach.Operator
Lab Assistant
Land Officer
Ledle Crane Opt.
Ledle Lining
Ledle Lining Meson
Ledle Tech. Meson
Lining Man Furnace
Lining Tech.
LMF Doctor
Mag. Ex. Driver
Mag.Ex.Helper
Manager (Q.C)
Mech Helper
Mech. Fitter
Mech. Helper
Mech. Hlpr
Mech. Welder
Mech.Hlp (Section Mill)
Mechanic CCM
Mechanical Fitter
Mechanical Inch.
Mechanical incharge
Mechanical Welder.
Mechanical-Fitter
Medical Asst.
Megnet Driver
Melter
Meson Tuddish
Meson Tundish
Mess Helper
Mill Fitter
Mill Helper
Mill Incharge
Mini Truck Driver
Motor Winder
Mould operator
Mould Opt
Noah Driver
Officer Elect. Sec. Mill
Overhd Cr. Opt.
Overhead Cr. opt
PA(Director)
Pay. Driver
Peon
Personal Guard
Pesh Imam
PM
Proj. Engineer
Pump Operator
Pump Opt. Hlpr.
Pusher Man
Quality Officer
Roll Assembly Fitter
Roll Assembly Hlpr
Roll turner
S.A.Engr. (Elec.)
S.A.Engr.( Elec.)
S.A.Engr.( Mech.)
S.Asst. Engr. Elec.
Scale Man
Scrap Supervisor
Sec. 0fficer
Sec. Officer
Senior Mill Fitter
Shaper Man
Shift In Charge
Shift In Chr. Mech.
Shift Inc.
Shift Inch. (Elec)
Shift Inch. (Furnace)
Shift Inch. (Mech)
Shift incharge
Slide Gate Operator
Snr. Fireman
Snr.Mech Fitter
Sr. Roll Turner
Sr. Shift Inch.(Mc.)
Sr. Store Officer
Sr. Trans.Mechanic
Sr.Pump operator
Store helper
Store Hlpr
Store Manager
Store Officer
Supervisor
Tonas Man
Tonas Man Hlpr
Trans.Mechanic
Truck Driver
Truck Helper
Tundish Helper
Turner
Vat Officer
W.Hlpr
Water Controller
Weldar Fitter
Welder
Workshop Helper
Workshop Inch.
